ID,SalePrice
1461,123880.251003488
1462,152102.74751613953
1463,194115.71237442724
1464,219009.6029407933
1465,214171.97900359286
1466,184130.6630560411
1467,180261.70759189525
1468,182172.3395671674
1469,176871.9763730744
1470,129050.48216762356
1471,266321.97449415305
1472,132801.2662921595
1473,135551.06518412742
1474,175142.1215137791
1475,151420.22598477246
1476,339316.26487168076
1477,237912.66898714285
1478,272956.6737814849
1479,277584.1111047886
1480,424868.5455081592
1481,296219.4597083013
1482,245356.1899987386
1483,197074.46481594292
1484,220708.29318991734
1485,231620.34318065614
1486,232782.0935206242
1487,288749.76394601946
1488,250502.68597673601
1489,216080.34315421875
1490,227758.43690031246
1491,207775.3282906221
1492,85878.91383887228
1493,200956.4973729129
1494,277144.0637207939
1495,267553.1011187376
1496,273029.74161816604
1497,231066.1691005794
1498,214959.60924280217
1499,220238.8328739515
1500,224873.23298533322
1501,230341.8614816211
1502,223689.56248661948
1503,299216.2211957837
1504,283926.3011066957
1505,249849.1929179431
1506,177232.68497315183
1507,232970.16322291523
1508,195167.8166243061
1509,151913.05366544082
1510,144450.89411894424
1511,146490.64117051713
1512,167062.85482515563
1513,154965.61454197633
1514,141698.73329856392
1515,162525.5998225074
1516,130576.76938894669
1517,162872.13855778569
1518,140615.67241537507
1519,236419.28976557247
1520,134092.829551422
1521,134009.81219755544
1522,160875.06309534473
1523,97166.19385980594
1524,120389.43162910269
1525,108423.88476670193
1526,116308.09903077547
1527,96479.82278234349
1528,135263.14805752915
1529,134552.092456105
1530,162892.5948790366
1531,124331.19166028363
1532,106348.24052203335
1533,145043.49015831453
1534,121686.86514174133
1535,141562.64901526488
1536,96577.0817872604
1537,79149.05336165441
1538,132271.63911236706
1539,177173.9876305
1540,90273.68406704071
1541,135829.6011440609
1542,121567.8475608967
1543,127665.86983911028
1544,72834.6325542331
1545,95415.35152606464
1546,117234.7112640207
1547,102156.60579004716
1548,112946.94470140038
1549,110852.56924361178
1550,110885.08027371007
1551,114090.55680543242
1552,132921.8997578353
1553,129009.62283711837
1554,116095.07369869252
1555,156349.38260590698
1556,84392.7481545427
1557,92678.139065664
1558,112650.69807887671
1559,94463.30308565433
1560,130448.12788357261
1561,142649.98911380878
1562,143720.70909555978
1563,134331.59368894852
1564,166427.29844798465
1565,144408.5471244424
1566,218524.8426621101
1567,85545.02712565722
1568,231099.319762862
1569,131412.4449361423
1570,146550.91033852095
1571,127448.13684029243
1572,130112.8082161229
1573,215660.7400784733
1574,133243.97852531285
1575,212747.27672164977
1576,277789.62829439604
1577,196669.02940965537
1578,128799.72683786185
1579,153417.54217949498
1580,206449.4520085005
1581,148761.20641143003
1582,128653.28043958523
1583,290583.26687380695
1584,227233.34884811201
1585,182223.34632232317
1586,57970.545024899715
1587,103852.39410888747
1588,136662.18555700767
1589,96535.53141009924
1590,145760.9245223867
1591,101888.52821427985
1592,118991.77788875617
1593,122983.41217436331
1594,126202.09894679926
1595,120987.03609694989
1596,163403.51811828435
1597,174590.5913808802
1598,212034.02309170755
1599,189232.69552153724
1600,193742.5733567736
1601,68184.24037202148
1602,123558.45580294135
1603,85179.80143295266
1604,268111.51030231174
1605,264232.0423422389
1606,175672.62185150635
1607,175489.58881239084
1608,250398.60403957474
1609,199717.52953338763
1610,173467.52074270952
1611,140908.91085606848
1612,168163.79086489655
1613,174210.96663059515
1614,156125.04440615483
1615,123699.65672891868
1616,128014.41704365647
1617,117927.80910271367
1618,123713.81079104343
1619,138835.0491247686
1620,208670.1922211226
1621,153626.87618162885
1622,141134.40326332374
1623,257157.56760532508
1624,239931.4625826386
1625,119779.65099295828
1626,170920.13443785295
1627,207579.9254268123
1628,275356.6567075148
1629,190617.66456813138
1630,308423.55100041186
1631,218221.85263862807
1632,252751.7701780775
1633,202323.23300451564
1634,213520.7522974302
1635,195765.25842229027
1636,172569.80376833084
1637,180810.66906437604
1638,189736.05019281968
1639,182553.4010750269
1640,217365.8433803458
1641,171904.77125276215
1642,271659.58081656025
1643,255749.6943139814
1644,251356.4733089917
1645,176962.63894315204
1646,168153.04501768682
1647,169748.50205683173
1648,129442.28083786923
1649,142021.43001048244
1650,117069.66636386547
1651,137329.94779895106
1652,131657.18289452547
1653,124297.0226385066
1654,174430.853201479
1655,159677.90128545515
1656,168423.56255521963
1657,176970.8352189816
1658,182333.6493530516
1659,163311.53905885335
1660,161781.9924107762
1661,440045.579133446
1662,336471.87562747067
1663,341812.05241644406
1664,400107.0429955069
1665,303171.7470953043
1666,316951.3184920049
1667,319863.1234145481
1668,344245.6760998004
1669,298263.3395248919
1670,340386.241670598
1671,276664.2352568968
1672,368536.0224298568
1673,300197.8593092053
1674,247184.93545546744
1675,246719.54357507153
1676,253442.554539713
1677,260538.1709249716
1678,404983.79421325197
1679,333248.7403983021
1680,367840.82855205284
1681,292058.3277616279
1682,283467.9752175859
1683,216422.62286905452
1684,207314.9960456835
1685,213271.80893322628
1686,222293.47557071425
1687,211967.98383903023
1688,247344.55468487783
1689,226649.15722322455
1690,246520.3710121678
1691,243712.39822988867
1692,252921.67210024485
1693,207417.5688192387
1694,205192.6513009149
1695,183481.50675302983
1696,277151.45310941635
1697,190797.5084778339
1698,283817.8167798389
1699,301304.62743920635
1700,252343.5329464964
1701,263105.59167164983
1702,255402.05660277462
1703,252451.6506956865
1704,256273.17254334546
1705,242358.5418642278
1706,426831.488532595
1707,224312.4299055906
1708,231149.1189495023
1709,284928.06534090283
1710,237106.66798655715
1711,296382.3042230981
1712,251354.88438775603
1713,305949.05744485406
1714,239423.5894831523
1715,244387.69426559698
1716,180616.34551271843
1717,192557.7405277937
1718,138353.71687460633
1719,222335.97150426602
1720,257109.15900761617
1721,194755.8732627833
1722,143798.47846145713
1723,193452.7424263858
1724,220111.59862229152
1725,244137.5942124665
1726,197774.6167990836
1727,186870.12597958167
1728,225521.25032258529
1729,156523.3451879809
1730,165319.91178570315
1731,136297.5913522045
1732,135632.4102708277
1733,127425.51531847738
1734,131132.6653517503
1735,149455.55153129413
1736,117473.33453404065
1737,243120.02823168287
1738,240716.62770884042
1739,288421.1751063742
1740,247334.53249408872
1741,247030.68332378485
1742,223224.54537250992
1743,248264.80376293798
1744,287522.1439440955
1745,172432.1334036815
1746,177774.79749846598
1747,205021.92012134567
1748,203542.7156389832
1749,155508.54120520584
1750,123514.13375767347
1751,215415.0352260773
1752,119165.52315101276
1753,139404.20750552128
1754,167715.93823580287
1755,172850.05561829184
1756,126767.70415145071
1757,119213.2206298828
1758,155207.19584317046
1759,165890.32446862914
1760,170389.13068204932
1761,136983.42136233766
1762,160503.86257071164
1763,174060.7112128444
1764,124172.01208719939
1765,146990.28094093056
1766,176177.2605650329
1767,191770.4093552417
1768,137717.1741087414
1769,152805.40493723511
1770,160925.05665955768
1771,111318.95029006524
1772,117549.27608532766
1773,128746.06229973744
1774,167469.49596465047
1775,133995.71258526103
1776,110931.04372649697
1777,112612.85609828682
1778,140747.78846917534
1779,113490.24600163991
1780,147800.1068275713
1781,121097.27051838004
1782,100074.0090236688
1783,158725.95268669428
1784,100762.0045778807
1785,109057.36519366072
1786,124282.48052359681
1787,169337.57486124325
1788,84688.3700323554
1789,89010.83666497158
1790,89884.91533187515
1791,168304.324098696
1792,128086.55622160976
1793,153782.1753363721
1794,148251.61515264935
1795,116584.09970431052
1796,133676.9761940518
1797,112377.99593868243
1798,112470.26334865889
1799,108722.06186018883
1800,126016.93051809528
1801,118765.39093543001
1802,134489.96317408548
1803,142962.65848976644
1804,157009.51891344867
1805,124265.42181907424
1806,125264.46517355641
1807,130417.53650203792
1808,105958.66635496393
1809,116991.63753040908
1810,119049.25692175995
1811,109525.22418817272
1812,83802.31286104792
1813,104708.64926467894
1814,82682.90208119116
1815,55738.97290642768
1816,93819.94898615588
1817,115916.7440100331
1818,127821.02576741602
1819,136383.28459936305
1820,94207.85446241312
1821,114340.63013204753
1822,158835.99791928468
1823,62838.24288683759
1824,101898.74921431311
1825,139836.14450698014
1826,84314.0283213467
1827,101832.8394035426
1828,111077.48172100779
1829,134905.03708052004
1830,121254.12443750793
1831,130693.83560317002
1832,109257.68807489664
1833,140111.69956247197
1834,134027.5064261469
1835,98169.68623695459
1836,86445.35955204545
1837,92202.77683314425
1838,115513.25350868267
1839,107748.04537344893
1840,145385.04718438315
1841,147809.66512138263
1842,86272.12940164932
1843,138054.12399673933
1844,151524.42056414497
1845,154787.5555855675
1846,159513.99885292054
1847,162454.36131184356
1848,73981.78038317003
1849,106094.06137974851
1850,109852.97861900402
1851,146112.40038659674
1852,116413.45476927294
1853,155870.01077707863
1854,197468.9638296673
1855,166651.03466738894
1856,243999.7660137798
1857,128667.8033942799
1858,159524.05278080725
1859,135946.10746207891
1860,163147.29429495693
1861,136437.9048340256
1862,328675.99814386247
1863,338042.69754291297
1864,341245.65845999325
1865,339178.0160950222
1866,337421.5943996616
1867,242953.41777992688
1868,275467.50733471476
1869,219358.48095838472
1870,262279.8341641841
1871,245934.6746406678
1872,204706.1605294855
1873,233395.9564187073
1874,147216.87822520058
1875,196768.10672901262
1876,219114.656812557
1877,229503.02408556637
1878,207778.45361157227
1879,123073.25966918474
1880,140606.37403543948
1881,265615.85486952146
1882,246390.93352209037
1883,209659.90932725338
1884,211807.52664982463
1885,225047.47014994442
1886,250763.7420782032
1887,207991.44175182012
1888,250040.4964245252
1889,204484.76560041346
1890,124072.3322894259
1891,202935.82746018644
1892,94295.12221402189
1893,106478.57438867382
1894,130551.29119152733
1895,129947.34661713413
1896,113070.2788134031
1897,120270.97917224726
1898,117546.27549635162
1899,136100.9215059342
1900,132140.22169333708
1901,139798.4541041824
1902,136892.96032123745
1903,166838.60963141476
1904,115528.86979862124
1905,161630.2913758856
1906,125019.6431535761
1907,174812.7367437806
1908,159277.67104980937
1909,167649.24018114686
1910,163343.7198045367
1911,207862.91833425322
1912,226649.58853558148
1913,148990.58637366636
1914,67412.19223511974
1915,318134.32197624864
1916,53235.86385264761
1917,270298.5661921409
1918,156149.43620897527
1919,164197.07178438862
1920,155466.54175594673
1921,346252.11797161744
1922,326130.74767941737
1923,213314.556488978
1924,245804.74535334238
1925,218654.89640155903
1926,378540.08507138747
1927,137968.45964031536
1928,175264.327642166
1929,135840.27711291838
1930,135907.1741801345
1931,170008.6252010251
1932,152057.56728970073
1933,170194.07840701338
1934,207081.82579080923
1935,196621.99447191862
1936,201892.4142807956
1937,187074.25772954253
1938,183359.05602020246
1939,210596.8887251077
1940,211263.11351584818
1941,180020.7322929604
1942,195401.5629593344
1943,230877.46126005944
1944,317093.0241342739
1945,360460.61902132933
1946,128708.83236114272
1947,396534.05617260595
1948,144641.31923802354
1949,229276.44009938443
1950,177059.40514808235
1951,228429.66157977324
1952,200209.68712531726
1953,172468.61914598176
1954,164228.95610676493
1955,139386.5822582417
1956,305657.56146186264
1957,149272.04891779358
1958,299777.85630609817
1959,158962.8784098656
1960,110133.79896933104
1961,127573.6741801272
1962,133094.8618405941
1963,143726.1204298517
1964,156234.73720038816
1965,162187.28191628354
1966,164613.4495552331
1967,273723.93052973074
1968,317211.597059338
1969,346570.84949932375
1970,337317.90331768047
1971,442342.62100219436
1972,347147.2735671615
1973,293455.6301550889
1974,322302.04021135916
1975,387248.0095323268
1976,278868.4314267376
1977,281911.9372742273
1978,293375.8381546672
1979,369916.27737178875
1980,225075.63910083318
1981,385029.4414885647
1982,251326.1955547117
1983,223874.16291294558
1984,224237.96405586664
1985,252038.8050649831
1986,268621.8600808834
1987,203242.0438578289
1988,204119.865933592
1989,230686.95735692576
1990,230678.50047666568
